Time;ET0;Rn;soilT;airT;Hsoil;Vel Viento;HR aire;Pp
19-06-2019;2.24;8.15;288.87;285.87;0.37;2.81;78.54;0.00
20-06-2019;2.27;8.21;288.86;285.00;0.33;2.25;74.69;0.00
21-06-2019;1.74;6.04;288.33;285.32;0.29;1.92;78.54;0.00
22-06-2019;2.42;8.38;288.51;286.40;0.32;2.16;73.78;0.00
23-06-2019;1.68;5.60;290.15;286.02;0.19;1.60;77.26;0.00
24-06-2019;1.36;4.02;289.26;286.25;0.36;1.48;76.99;0.00
25-06-2019;1.74;7.09;287.99;282.99;0.33;2.30;81.30;0.00
26-06-2019;2.58;6.62;288.10;287.51;0.30;2.33;62.83;0.00
27-06-2019;2.41;8.15;289.49;286.81;0.32;1.94;72.71;0.00
28-06-2019;2.70;7.96;291.14;288.29;0.20;2.40;69.12;0.00
29-06-2019;2.68;9.12;289.61;287.28;0.36;2.53;73.85;0.00
30-06-2019;1.90;6.63;288.52;284.57;0.33;1.85;74.58;0.00
01-07-2019;1.93;7.36;289.32;285.66;0.38;2.38;82.23;0.00
02-07-2019;2.41;9.60;290.55;286.37;0.33;2.72;81.58;0.00
03-07-2019;1.99;6.19;291.30;286.72;0.20;2.02;74.36;0.00
04-07-2019;2.52;8.78;290.11;286.44;0.35;2.76;75.24;0.00
05-07-2019;2.39;7.02;287.88;285.78;0.32;1.92;63.04;0.00
06-07-2019;1.94;7.02;288.86;285.07;0.37;2.05;77.66;0.00
07-07-2019;2.13;7.52;290.77;286.28;0.32;1.95;76.98;0.00
08-07-2019;2.12;7.58;289.51;285.00;0.19;2.55;76.61;0.00
09-07-2019;2.10;6.77;289.97;285.34;0.35;2.32;73.00;0.00
10-07-2019;2.15;7.23;287.95;284.76;0.32;2.79;74.36;0.00
11-07-2019;2.24;7.33;289.06;286.65;0.37;2.44;75.10;0.00
12-07-2019;2.70;8.06;290.16;288.07;0.32;2.00;66.30;0.00
13-07-2019;1.79;6.02;290.04;285.52;0.19;2.24;78.20;0.00
14-07-2019;2.42;8.67;288.74;285.22;0.33;2.32;73.17;0.00
15-07-2019;1.68;5.67;289.06;285.82;0.32;1.50;76.53;0.00
16-07-2019;3.36;6.81;289.41;291.44;0.37;1.96;47.09;0.00
17-07-2019;4.08;7.33;291.72;293.14;0.32;2.11;38.18;0.00
18-07-2019;2.63;8.70;290.80;286.94;0.20;3.05;73.89;0.00
19-07-2019;2.80;9.81;290.03;286.01;0.33;2.46;70.74;0.00
20-07-2019;1.37;4.16;289.47;285.37;0.38;1.69;77.56;0.00
21-07-2019;4.26;6.93;290.12;291.81;0.36;2.74;38.90;0.00
22-07-2019;2.45;8.36;291.39;287.13;0.32;2.59;76.13;0.00
23-07-2019;1.58;3.93;289.95;285.44;0.19;3.03;76.86;0.76
24-07-2019;2.65;10.02;290.31;286.00;0.33;2.25;75.48;0.00
25-07-2019;2.23;8.26;289.79;285.43;0.40;2.33;77.22;0.00
26-07-2019;1.79;5.95;290.68;286.87;0.36;2.46;81.07;0.00
27-07-2019;2.26;9.15;291.02;286.16;0.31;2.12;82.86;0.00
28-07-2019;2.26;7.34;290.01;285.85;0.19;2.47;72.87;0.00
29-07-2019;2.53;8.83;289.88;286.27;0.32;1.94;71.63;0.00
30-07-2019;1.82;7.46;288.81;283.87;0.35;2.28;82.36;0.00
31-07-2019;1.82;7.19;289.69;284.79;0.35;2.12;82.43;0.00
01-08-2019;1.81;6.03;291.33;287.08;0.31;1.71;78.49;0.00
02-08-2019;2.52;7.63;289.85;286.91;0.19;2.15;67.68;0.00
03-08-2019;1.35;4.81;289.00;283.99;0.31;2.23;82.92;0.00
04-08-2019;2.06;6.60;289.21;285.17;0.34;2.46;73.61;0.00
05-08-2019;2.03;8.11;290.32;285.99;0.35;2.40;83.92;0.00
06-08-2019;2.07;7.97;291.31;286.55;0.31;1.69;82.14;0.00
07-08-2019;2.01;7.17;290.66;286.15;0.19;2.43;79.90;0.00
08-08-2019;1.49;4.71;289.43;285.60;0.31;2.04;79.71;0.00
09-08-2019;2.10;7.34;288.48;284.00;0.32;2.60;73.93;0.00
10-08-2019;2.01;7.47;290.58;285.70;0.34;2.24;80.25;0.00
11-08-2019;2.11;7.24;291.96;287.37;0.32;1.67;76.60;0.00
12-08-2019;2.07;6.94;291.29;286.45;0.20;2.16;76.36;0.00
13-08-2019;1.31;3.96;289.26;285.28;0.30;2.27;81.35;0.00
14-08-2019;2.24;7.50;288.45;284.93;0.32;2.16;70.89;0.00
15-08-2019;2.44;8.12;290.78;286.66;0.34;2.24;72.67;0.00
16-08-2019;2.96;11.21;293.12;287.37;0.29;2.87;77.50;0.00
17-08-2019;2.47;7.86;292.09;287.40;0.20;2.57;73.65;0.00
18-08-2019;3.00;10.36;288.94;285.85;0.36;2.33;66.80;0.00
19-08-2019;2.83;9.88;291.46;286.61;0.28;2.97;73.16;0.00
20-08-2019;2.93;9.98;290.82;286.28;0.39;2.59;68.98;0.00
21-08-2019;2.65;10.48;292.46;286.65;0.29;2.63;80.17;0.00
22-08-2019;2.44;9.78;291.93;286.05;0.20;2.83;81.03;0.00
23-08-2019;2.55;10.04;289.94;285.91;0.38;2.01;78.11;0.00
24-08-2019;1.47;2.80;290.02;284.94;0.33;2.65;72.11;0.00
25-08-2019;2.06;7.58;290.29;284.65;0.38;1.92;75.85;0.00
26-08-2019;2.81;10.01;292.49;286.85;0.29;2.44;73.55;0.00
27-08-2019;2.51;9.72;292.28;286.34;0.20;2.64;79.58;0.00
28-08-2019;2.41;9.39;290.79;286.20;0.39;1.82;79.10;0.00
29-08-2019;2.51;9.18;288.91;284.48;0.32;2.41;71.66;0.00
30-08-2019;2.25;9.43;290.59;285.01;0.39;2.53;82.23;0.00
31-08-2019;3.07;10.98;292.26;286.72;0.29;2.37;70.71;0.00
01-09-2019;2.17;8.79;291.43;285.58;0.19;2.47;82.42;0.00
02-09-2019;2.98;10.55;291.12;287.43;0.38;2.14;71.94;0.00
03-09-2019;2.62;10.00;289.51;285.55;0.33;3.13;76.75;0.00
04-09-2019;2.99;10.06;290.92;284.92;0.40;3.22;66.50;0.00
05-09-2019;3.12;12.14;292.22;286.90;0.29;2.52;76.30;0.00
06-09-2019;2.53;9.99;292.10;286.37;0.20;2.72;80.46;0.00
07-09-2019;3.13;11.62;291.17;286.84;0.36;2.47;73.03;0.00
08-09-2019;2.35;7.00;290.27;287.73;0.32;2.36;72.21;0.00
09-09-2019;2.63;9.56;289.60;283.14;0.39;2.47;66.22;0.00
10-09-2019;2.61;9.33;292.68;287.50;0.29;2.42;77.04;0.00
11-09-2019;2.34;8.49;292.37;287.06;0.20;2.13;78.39;0.00
12-09-2019;2.40;7.97;290.66;286.16;0.35;1.86;69.72;0.00
13-09-2019;3.05;9.87;290.50;288.24;0.30;2.46;69.80;0.00
14-09-2019;3.59;11.49;290.63;286.61;0.38;2.83;60.78;0.00
15-09-2019;2.99;11.42;293.30;287.65;0.29;2.92;78.40;0.00
16-09-2019;2.44;8.35;292.94;287.75;0.20;2.45;77.10;0.00
17-09-2019;2.99;11.16;290.56;286.26;0.34;2.04;71.83;0.00
18-09-2019;3.45;9.44;291.21;290.11;0.30;2.67;63.63;0.00
19-09-2019;2.70;9.78;289.84;285.07;0.35;2.15;69.53;0.00
20-09-2019;2.94;9.81;293.82;287.62;0.29;2.75;72.06;0.00
21-09-2019;2.62;9.01;293.32;287.96;0.20;2.32;75.70;0.00
22-09-2019;2.87;11.27;290.56;286.33;0.33;2.22;76.88;0.00
23-09-2019;2.77;9.76;291.10;286.97;0.29;3.15;75.17;0.00
24-09-2019;2.50;9.75;289.97;285.35;0.34;2.80;77.72;0.00
25-09-2019;3.11;11.27;292.87;286.76;0.29;2.44;71.38;0.00
26-09-2019;2.97;10.42;293.74;288.19;0.20;2.47;74.81;0.00
27-09-2019;2.98;11.67;290.93;286.35;0.32;2.19;75.81;0.00
28-09-2019;1.71;5.84;291.07;286.65;0.28;1.87;80.36;0.00
29-09-2019;2.61;9.42;290.87;286.91;0.34;2.11;75.12;0.00
30-09-2019;3.04;11.33;292.55;286.68;0.29;2.49;73.47;0.00
01-10-2019;2.54;8.66;293.80;287.89;0.20;2.55;76.74;0.00
02-10-2019;3.13;11.84;291.66;287.13;0.32;2.28;74.63;0.00
03-10-2019;2.49;9.58;291.79;287.14;0.28;2.35;80.87;0.00
04-10-2019;2.52;8.85;291.45;287.29;0.33;2.47;76.55;0.00
05-10-2019;3.15;11.05;292.48;286.98;0.28;2.07;68.35;0.00
06-10-2019;2.30;8.81;293.05;286.54;0.20;2.28;80.80;0.00
07-10-2019;2.55;9.46;292.04;286.89;0.31;2.20;77.46;0.00
08-10-2019;2.88;10.69;292.36;287.43;0.27;2.55;76.80;0.00
09-10-2019;2.50;10.05;291.13;285.36;0.33;2.82;79.31;0.00
10-10-2019;3.32;11.28;292.42;287.11;0.28;2.47;66.85;0.00
11-10-2019;2.54;9.37;293.26;286.61;0.20;2.51;77.31;0.00
12-10-2019;3.05;12.70;291.99;286.85;0.34;2.70;80.72;0.00
13-10-2019;2.91;9.89;292.53;288.01;0.27;2.36;72.74;0.00
14-10-2019;2.43;9.21;290.62;284.72;0.32;2.01;73.74;0.00
15-10-2019;3.13;11.00;292.73;287.17;0.28;2.43;70.52;0.00
16-10-2019;2.25;8.68;292.03;285.23;0.19;2.11;78.24;0.00
17-10-2019;2.43;9.49;292.04;286.85;0.38;2.14;81.27;0.00
18-10-2019;2.61;9.47;292.01;286.93;0.30;2.55;76.66;0.00
19-10-2019;3.08;11.08;291.04;286.38;0.31;2.35;69.98;0.00
20-10-2019;3.57;11.28;292.96;288.51;0.28;2.57;64.70;0.00
21-10-2019;2.71;9.34;293.21;287.50;0.20;2.31;74.09;0.00
22-10-2019;2.45;8.95;291.83;287.18;0.37;1.98;77.84;0.00
23-10-2019;2.88;10.80;291.87;287.03;0.32;2.81;76.63;0.00
24-10-2019;3.21;10.36;291.86;287.34;0.36;2.69;66.80;0.00
25-10-2019;3.09;9.29;292.91;288.51;0.40;2.60;67.35;0.00
26-10-2019;3.17;11.06;293.82;287.73;0.26;2.68;72.03;0.00
27-10-2019;2.46;8.99;291.19;286.94;0.35;2.07;77.20;0.00
28-10-2019;2.15;7.47;291.69;286.79;0.30;2.44;78.56;0.00
29-10-2019;2.81;11.04;291.49;285.58;0.37;2.47;75.51;0.00
30-10-2019;2.77;9.92;293.34;288.06;0.42;2.26;76.73;0.00
31-10-2019;3.03;10.11;293.43;287.34;0.34;2.54;69.60;0.00
01-11-2019;3.45;12.36;291.63;288.39;0.35;2.61;72.79;0.00
02-11-2019;2.85;10.45;291.88;287.78;0.29;2.82;77.69;0.00
03-11-2019;2.70;9.36;291.64;287.03;0.35;2.07;72.20;0.00
04-11-2019;3.01;10.32;294.02;289.02;0.39;2.25;74.54;0.00
05-11-2019;3.13;10.86;292.24;287.12;0.33;2.84;71.05;0.00
06-11-2019;4.08;11.31;291.76;289.86;0.34;3.00;59.02;0.00
07-11-2019;3.34;10.90;292.19;288.76;0.28;2.81;70.16;0.00
08-11-2019;2.75;9.71;291.77;286.82;0.33;2.39;73.48;0.00
09-11-2019;2.97;9.81;294.63;289.39;0.37;2.14;73.04;0.00
10-11-2019;2.64;9.56;292.85;287.09;0.32;2.37;76.31;0.00
11-11-2019;2.98;12.43;291.31;285.73;0.32;2.52;78.37;0.00
12-11-2019;3.24;10.82;291.84;287.64;0.27;2.83;69.41;0.00
13-11-2019;2.90;9.64;291.84;287.01;0.32;3.14;71.76;0.00
